overall_text,label
Pros:Easy to use after a few weeks. Good support.,1
Helps to control helpdesk and service functions across our organisation,1
Pros:Extremely easy to use. Easy to setup. Same features as Salesforce and other big names. Integrates nicely into other Zoho products.,1
"Intuitive ticketing system, all my emails and tickets are organized in a single platform.",1
We've loved using Service Desk as it has filled a need that we have had on our team for a while and allows us to stay within the Jira suite of tools.,1
"I am very satisfied with Zoho Desk because it helps in maintaining a single source of truth that the management staff and employees can access for any procedure manuals, memos, templates and so much more.",1
I've been looking for helpdesk solutions for a while now and came across Zoho desk. I had my entire team setup in under two hours without any previous knowledge of the software.The interface is simple and concise.This is going to be a great tool for my team going forward.,1
Can manage the support tickets more efficiently. Also put the tasks in right path.,1
Pros:Great ticket management to help you get started on your business.,1
"In terms of managing the tickets, I have found Fresh desk very reliable, because sometimes one of our agents is working on the tick and if he gets stuck the other agents has the access to desk with that, so no compromise is done on our client’s services. I am very happy with its services.",1
"We used Freshdesk to provide a ticketing system to manage and prioritise the support and product enquiries from our customers. It also provided us with a Customer Portal to allow customers to access a knowledgebase for self-help and to submit/view tickets. Our experience was positive, with good support when we needed it.",1
"Pros:Zendesk makes it easy to receive, track, monitor, and action on tickets / incidents. Data is presented in a clear and logical manner which allows you to focus on closing the ticket instead of manipulating the software.",1
"I have been using Freshdesk to solve various business problems, including improving customer support, increasing efficiency in managing customer tickets, and streamlining communication with customers.Since implementing Freshdesk, I have realized several benefits, such as improved response times to customer inquiries, more efficient ticket management, better collaboration among team members, and increased customer satisfaction. The software's automation and reporting features have also helped us identify areas for improvement and make data-driven decisions to enhance our customer support processes.",1
"I can finally organize all the information I have as a company, along with the daily info I receive from my clients.",1
"Pros:Love how everything is easy to use, not hard to use at all and always get our emails on time",1
"I love that live chat, emails, phone calls and voicemail is all in one system.",1
"Pros:I like how it makes it really easy to keep track of my tickets, as well prioritize/escalate the really important ones.",1
Pros:Easy to implement. Interface is easily usable by customers who appreciate the model thus giving the possibility of managing the computer park and the assets as well as the contracts.,1
"Pros:Zendesk has always been one of the go-to solutions for helpdesk software, but they've really streamlined their system over the last few years. It's simple and easy to use with straightforward options for even those who are new to using a helpdesk system.Zendesk is basically an email support system, where all emails sent will be routed to your Zendesk dashboard and show up as support tickets. Tickets are tagged with its own ID and even cross-referenced to see if a particular sender has submitted any tickets prior, so it's easy to check through the support history. There are also pre-defined responses, allowing for quick and easy replies for typical queries.Of course, these are actually what you might believe every helpdesk system should provide, but you'll be surprised at how much you have to pay and that some don't even have these options at all. Zendesk is actually very affordable and is easily scalable.",1
Pros:Easy startup and straightforward way to use the normal procedures. A good way of making simple procedures and to assign tasks automatically.,1
"Pros:Zoho is priced accordingly, it's not too expensive and it does have a variety of other/supporting services to compliment the full all one system.",0
"Pros:Ultimately, Intercom connects the dots between the customer experience and our products. That lets us learn and innovate much faster.",1
Pros:The fact that OTRS is open source and free was a big draw. It was not terribly difficult to configure.,0
"Pros:Great flow management with the status of the taks, division by Epics very useful and categories like bug, task, and so on.",1
"A very reliable and trustworthy dashboard and with cloud support, we can access it from anywhere.",1
The overall experience was excellent and the onboarding was smooth. I can definitely recommend this app to products that need regular customer support for their apps.,1
Centralizing the information my team uses in our enviornemnt and your software. keeping track of and reporting on events and sales activities(we've been using CRM from ZOHO for many years),1
I would say Zendesk is a great tool for handling communications with customers from all over the world. It enables your team to take ownership of the messaging and streamlines the emailing process.,1
"It works, it is affordable, I wouldn't recommend it when compared to other tools out there.",0
We use service now every time a change request needs to be raised our experience has been fine but the UI is very bad.,0
"Pros:This great looking app just makes my work so easy. Easy in every way as it allows me to always be in touch with the clients almost in real time. I love the fact that is so easy to create, ask, share and report work tickets. For me, this has been the greatest costumer service software I've used. To be able to also enter my coworkers tickets and take a look at their work and the way they respond has helped me improve a lot. I can also merge tickets, send emails, listen to voice phone messages... You name it. Works great and makes my work so easy to do and improve. Love this app.",1
"For me it very good, specially the change.very easy to create change and follow up with the different parties.",1
We use zendesk for customer support ticketing mostly related to support but also for potential sales,1
Pros:The best thing I feel about Zoho is its user-friendly interface for ticketing systems. We can easily categorize the tickets by tagging them as required. Implementation and setup were also very smooth and fast—excellent customer service from Zoho.,1
"One of the standout features of Zendesk Suite is its ability to centralize customer support activities. The integrated ticketing system in Zendesk Support allows teams to manage customer queries seamlessly. This system, coupled with automation features and customizable workflows, contributes to a streamlined process for issue resolution. The multichannel support capabilities, including email, chat, phone, and social media, enable businesses to engage with customers across various touchpoints. That is why my overall experience with Zendesk is very good.",1
Pros:I like how Jira updates the UI experience with the latest technologies to track the issues easily.,1
Help keep track of problems on our site makes my life easier!,1
We were able to increase customer satisfaction by giving real time support for our VPN software product. The chat connections were very stable and reliable even when our clients would click away from us and turn on their VPN which would affect their IP address. We also understood what part of the world chats were coming from which explained language barrier issues that we may encounter,1
One ServiceDesk for all Areas,1
"Zendesk provided us with great flexibility to deal with customer requests and inquiries, and enabled us to increase the speed of response as well as enable us to document all procedures automatically, and the reports it provides to us are comprehensive and we can always take advantage of them to develop our operations.",1
"I've tried many different products for my IT department, including in-house bespoke software, and nothing comes close to the features offered by Freshdesk (for a price).",1
We can’t function without zoho desk. It has greatly improved our productivity and customer experience.,1
In general it is very good to have an overview of the help desk and the requirements,1
"Pros:Super clean interface without a ton of clutter.For what we use it for, it's easy create and update tickets for requests that come through from support.",1
"Pros:I like that freshdesk makes it really easy to categorize and tag items. We work with specific clients, so it's nice to be able to tag clients and also to review details about their accounts.",1
"I use it to record issues with customers, such as document problems, or quality of service issues. I use it to search for issues that my colleagues have dealt with, in case I end up having to deal with a follow-up. I use it to call customers frequently. I use it to email customers with important information. I use it to coordinate dealing with issues with my colleagues. It's a great app, it's intuitve and easy to use.",1
"Pros:Zoho is the best remote support tool, easy to use and works with Mac. Just love it",1
Overall to me there‘s no doubt of recommending Zendesk Suite.It makes my life that much easier when it comes to supporting our clients.Because of this tool our support is one of the most mentioned positive topics when it comes to rating our company.,1
Customer responses are managed on time,1
Pros:If you are looking for better and alternate ticket system then Zendesk is the best. You can easily setup Macros and Triggers. Apply tags to tickets which helps you filter out the tickets. You can rout tickets and set automated responses and follow up replies. Zendesk provides you better reporting than other ticketing systems. You can setup your own domain to hide Zendesk URLs.,1
Pros:We are currently testing this product at Symphony Teleca for an internal project and so far so good. The ease of tracking tickets and problem tickets is comparable to the big players like Remedy and Service now. I like the way report generation is easy.,1
able to create the software without programming knowledge.,1
"Pros:I think the user interface is easy to understand. Settings are very detailed, automations work great. Reporting is very insightful as well. I always appreciate the customer-centered approach and FD support team's interest to find the best solution for the customer, even if it calls for deeper investigations and creating custom solutions or work-arounds! That makes me confident that if I can't figure something out on Freshdesk, I know that I'll get it sorted when I'll reach out to their Support team.",1
"Zendesk Suite is good for businesses as it centralizes customer inquiries, enables efficient tracking and resolution, improves response times, enhances collaboration among support teams, and provides valuable analytics for performance evaluation and continuous improvement.",1
"Pros:It's perfect for our needs. Easy to use, navigate, and customize.",1
Pros:Nice user interfaceChrome desktop notificationsOnly need more test time to see if zohodesk is good,0
"Overall, Zendesk is a great tool that we use to handle emails and user support. While I would love for the multiple agents quirk to be resolved, it still works perfectly as it is.",1
"With the help of Freshdesk, we have been able to offer best customer service to our clients",1
"Initially we started out with JIRA Service Desk for our external customer product offerings. Previously we had been using email and our support teams wanted a better way to work. This proved to be quite a successful deployment and provided a much better customer experience for everyone.JIRA was used on product development so it made sense to use JIRA Service Desk for customer support and link both support and development activities. This has been a big advantage for us.We're now implementing JIRA Service Desk for our internal operations across I.T, Human Resources and Finance because it's straight forward to use and cost effective at scale. After comparing all of the offerings big and small, we're implementing JIRA Service Desk for 4000 staff and 250 agents.",1
"Pros:Love the interface. The help center, in particular, is well structured and very customizable. TThe ticketing system is also very intuitive.",1
Pros:This software makes service management an easy task. It is easy to track the incidents and comments can be provided too.,1
Customer Support/ Technical Account Manager has been very helpful. Customer success Managers' work can be well defined and they can do a better job in adding value. Account manager/Farmer has been helpful too.,1
"I liked jira , it really help me in my work",1
"Pros:I like how easy JIRA Service Desk can be configured. It comes with templates out of the box so you can easily create a Service Desk in a few seconds, which can then be configured to fit your business needs. The interface is also very modern and easy for user to use and navigate. It also comes with automation rules (customizable) which can save a lot of time for your support staff!",1
"En general me he sentido comodo usando zendesk para interactuar con mis clientes externos e internos, realizando soporte al cliente.",1
"Zendesk has been an interesting experience. When I started at this company, we were already using it but I have since been able to customize it more thoroughly to suit our needs as the company grows. It's a great customer service platform that offers omnichannel support so that we can handle all of our customer requests in one place.",1
Pros:This is a great way to track incoming emails and calls into Customer Service so that inquires do not get lost and customers receive responses back.Great history and storage to be able to review past discussions or issues,1
Pros:The software is easy to start work. and the email integrations is a very good functionality. Easy to use also and configure.,1
"Pros:I have like so many features of Zendesk and the easiness to use them. Before implementing more of Zendesk in my day, I would get messages from my managers and other team members from chats or emails. I felt overwhelmed with keeping track with who said what and if I actually completed the task at hand. When I switched, I had my team reach out to a support email we had connected to Zendesk, which helped me get a grasp to claim ownership and see all of the completed the tasks asked to be done. I saw patterns of requests, so I took more moments to teach others how to fix the problem, if possible to allow more time for other projects.My company also uses this platform for our customer service team. I like to see we can have both IT and customer service on one platform, while also knowing there can be more expansion to other departments in the office space. Each group can see ticket request come in, if they're still open or pending, and if closed out.There support team is great and they have a great knowledge base full of helpful tips and answers to any questions you might have.",1
una excelente experiencia orientada a nuestra necesidad de poder atender de manera mas eficaz a nuestro clientes.,1
"Pros:Zoho Desk has been incredibly easy to trial, setup and integrate into our workflow, quickly becoming the center of our support activities and obsoleting older tools.",1
Our overall experience with Zoho Desk has been great. We were able to get support when needed.,1
Zendesk is great and really helps me dig into my accounts at a different level by seeing if there are any support needs.,1
I LOVE this application. I've tried other apps and they do not beat Zendesk at all - not even close.,1
Zoho Desk increases out productivity and helps us to resolve more complaints and support tickets in less time.,1
"Pros:Un très bon produit flexible, simple , rapide et efficace. Facile à déployer et très puissant pour la gestion des tâches d'assistance.",1
"Pros:Very intuitive and easy to use, and even has integration with Whatsapp!, it's the best",1
"Pros:Whether you are dealing with fewer than a hundred or over a thousand daily interactions, we know we can trust Zendesk to simply work. It has great integration features with our existing tools, different social media platforms, text/sms apps, among others.We can build custom templates and reports with it that allowed us to make smart and customer-driven decisions to help our brand grow.",1
This software is amazingly simple to set up and it is so helpful in answering tickets that customers generate. It basically finds out the reason for the ticket and that way I can be prepared to help the customer in the most efficient way.,1
"It's great, it's reliable.",1
"Pros:Essendo il nostro prodotto creato totalmente in house, per anni abbiamo utilizzato un sistema di assistenza clienti nativo della nostra piattaforma. Man mano che i clienti hanno iniziato ad aumentare, è diventato difficile riuscire a gestire il flusso di richieste che arrivavano all’assistenza clienti. Abbiamo deciso quindi di installare zendesk: non solo abbiamo ridotto le tempistiche di risoluzione dei nostri casi, ma abbiamo anche migliorato la customer experience andando ad aumentare retention rate dei nostri clienti, decisamente un ottimo prodotto se cercate una soluzione per l’assistenza clienti.",1
Pros:One of the best ticket/support management services in the market. Great integration options as well as social-media profile use. We've been using Zendesk for our sites for a couple years now and it never disappoints.,1
Pros:It is really easy to integrate. I had zero difficulty to install the code and start my customer support. The knowladge base has a great experience for customers.,1
Pros:Makes ticket management really easy to use and track.,1
Pros:Ability to slice data; quantify team output; easily see where we need improvement. Dashboards have proven to be an easy way to depict this to senior management.,1
Being in the IT Service Desk it helps me track all my Tickets,1
"the time I worked with this tools I started to familiarized in about 2 weeks, since then it was very easy touse it and learn about more inside tools",1
general tracking is good and customization capabilities are moderate.Cost for smaller businesses isn't a good value.,0
With ZohoDesk we were able to handle technical assistance tickets faster and more efficiently.,0
Pros:There are so many tools out there to help companies manage tickets and work orders. Zendesk really does a great job of making this process simple to both use and manage. The various configurations will let you set it just to your specs and be successful.,1
"Quite a good platform. Been using it for some time now, and did not face any major issues.",1
I love that the Desk product is included with our CRM package.It keeps our costs down while moving our productivity up.,1
The Freshworks team provides a great onboarding experience as well as continued support across all of their applications. They take my feature request submissions very seriously and are always able to respond to my questions quickly and efficiently.,1
My team did not have a grasp on customer support before FreshWorks was introduced.This platform has really made everyone step up their game and make it a priority to not just close out tickets/issues but make sure they have been resolved and our customers are happy.,1
Overall it is a powerful tool and in my opinion the industry standard for customer service. At one point we had tried to switch to intercom and it was awful.,1
I had a problem configuring my different emails for my different online stores that was solved by their customer service.,1
"Pros:- Best ticket management system available in the APP market.- stage management very flexible, easily add watchers on task/ticket- always on alert for any small changes",1
Overall ZenDesk is fantastic. My complaints are minor but do require human intervention to deal with. Multiple teams can work in ZenDesk and achieve support solutions. Ultimately it's great.,1
"JIRA is a highly powerful software that excels in managing software development projects. With its robust features and functionalities, it offers a comprehensive solution for teams to track and organize their work. However, it can be overwhelming for users due to the extensive customization options available, which may lead to a learning curve and occasional complexity",1
"Pros:Utilizzo questo software per la gestione dei ticket all'interno della mia azienda. Ha molte funzionalità ed è molto facile da usare.Si possono implementare molti automatismi, come ad esempio il fatto che quando arriva un ticket, venga assegnato in automatico ad un agente deciso in anticipo.Lo trovo davvero utile perché ci permette di gestire i ticket che arrivano non molta facilità. Inoltre ha anche la possibilità di consultare e creare delle statistiche riguardanti i ticket e gli agenti.",1
Pros:ServiceNow est une plateforme de gestion de services informatiques très facile à utiliser. Il me permet la gestion des connaissances et de la configuration tout en nous permettant et le contrôle à distance. C'est un logiciel très excellent car il m'a permis de gérer des actifs informatiques ainsi que leur surveillance.,1
"Metrics, reporting, visibility into support calls",1
"Overall experience is positive, the solution seems reliable, I have never encountered any major technical issues, breakdowns, delays or anything alike. It has always worked smoothly for me.",1
"Really positive feedback from the team and clients. If a client called up, it was easy to write up the comments and issues they were experiencing and then assign the tickets to team members to deal with. Really sped up our response times.",1
"I have been using Freshdesk at my past work and implemented it also at one of my previous jobs. They went from TopDesk to this brand new product without any problems. The migration process we have done was manually, but we had no problems at all switching to the new system.",1
"Freshdesk is unbelievably easy to use. From the beginning, I need to be marginally unsure once we started using Freshdesk as opposed to messages and calls to impact customer help. Regardless, seeing what basic it's to mean for all customer help using tickets under Freshdesk. As of now, all customer needs are designated to agreeable use and our work is a more modest sum troublesome.",1
"Overall, Zendesk is a easy going and pleasant tool for working and administrating. We had the excellent feedback from the operatives and they are satisfied with our selection.",1
"Jira Service Management is a powerful and versatile tool developed by Atlassian, a leading software development company that specializes in creating products for collaboration, project management, and software development. Atlassian has a proven track record of producing high-quality and innovative software that is widely used by organizations of all sizes around the world.One of Atlassian's most popular products is Confluence, a content collaboration tool that is often used in conjunction with Jira Service Management. Confluence is designed to help teams collaborate and share information more efficiently by providing a central location for storing and sharing documents, meeting notes, and other important information. It integrates seamlessly with Jira Service Management, allowing users to easily access information from both platforms.Overall, Jira Service Management is an excellent service management tool with many powerful features and capabilities. While there may be a learning curve involved in getting started with it, most users find that the benefits of using the platform far outweigh any potential drawbacks. With its integration with Confluence and other Atlassian products, Jira Service Management is a great choice for organizations looking to streamline their service operations and improve collaboration and productivity.",1
"The overall experience has been amazing be it in terms of mail sorting, reports, providing a timely response to users and automation being one of the most rewarding USP's of the software. Would highly recommend this software to organisations looking for a easy to operate and budget friendly, highly supportive software.",1
Pros:L'efficacité des gestionnaires et l'intégration avec le produit a été facile,1
"I use JIRA on an as needed basis in order to notify the proper teams within my company of issues that come up, and JIRA is a great platform for tracking this issues from start to finish.With multiple people watching any given issue, reminders can be made if an issue is ongoing for a long time.We can reassign any given issue to someone else should it get to that point or if it's deemed to be more relevant for them.",1
This software can help consolidate customer service requests in one location with access for the entire team.,0
Pros:Great Saas tool and very easy to use.Great results from our clients and very easy to manage tickets.Employees seem to have no complaints.,1
"Pros:O software é extremamente fácil de se utilizar, ferramentas de gestão e resolução, utilizo muito também na abertura de chamados, vinculados ao sistema da CVC Corp empresa que utiliza em larga escala tal software.",1
Pros:new interface is goodbut need more guidance at the start of using the zoho deskthere needs to be chat support,1
"Pros:réponses prédéfinies, facilité d'utilisation, widget intégré au site web",1
Our company users jira service management software to handle the support services like IT.,1
Pros:It has a lot of features which are required by our company. I would definitely recommend it to other users.,1
Provides a great cloud-based solution to support our customer base.,1
"Pros:The software is very easy to use, and works great for our team. It's also quite cost-effective, so it's an ideal solution for smaller companies or those just jumping into the help desk / IT support waters.",1
Pros:All the teams - technical and non technical can be together on this platform. Customer queries can directly be shared with technical team internally making this a powerful system overall,0
Wonderful and very helpful and most enjoyable experience.,1
Pros:The high configurability and flexibility allow it to satisfy practically all use cases.The possibility of integrating it with an SCM saves time and allows you to rationalize commits.,1
"With the help of Service Desk we get feedback from users about the bugs they find in the product. As the result, we fix them really fast. By adding fields that users need to add while submitting bug, we decrease time that is needed to reproduce bug or clarify the issue. Also, we can communicate with user directly if needed.At the same time user can always get back and see status of ticket they submitted.Also, it says a lot when you see Atlassian using its own product and using it really well.",1
"Organization, clarity, easy management and happiness",1
"I mainly use it for task management on small projects, but I plan to gradually expand the scope of use as I get used to the operation and screen environment. Since it can be used in a wide range, it is recommended that I use it for task management and workflow for small-scale projects with a small number of people to get a feel for its operation. Sharing issues with project members in other companies or remote locations is possible. You can discuss and work on a common visualized platform, such as managing work progress and solving problems.",1
"Pros:To great thing about Zendesk is they are always pushing the product forward and releasing new features. It's also reasonably easy to use and set up. If you have any issues setting up their support are always on hand to help. There is also a huge community of other users and Zendesk experts to help answer your questions.The UI is nice, and their iOSapp is not bad (not great, but better than nothing).Ticket automations are a god send.App integrations are also very good.",1
It is helping us communicate to clients and resolve their issues on time and hence keeping us more productive in customer service delivery.,1
"It solved a lot of business problems for our team. We were able to connect our phone lines to Zendesk so every time a customer would call, the system would automatically create a ticket for us. It allowed us to respond very quickly to our customers since we were able to download Zendesk to all of our devices.",1
"Pros:me parecion un programa muy agradable, intuitivo y facil de implementar.",1
"Zendesk creates a smooth, customizable workflow experience. Agents can spend more time solving tickets then organizing, filtering and managing the software. It does take some set up to get to this point though.",1
"JIRA Service Desk is one of those pieces of software. One of the ones that you can only describe as awesome. It tied into our JIRA installation easily in a few clicks and within a few hours we had a fully working Service Desk system for our customers.The User Interface is clean and friendly - it guides the user through the process of filing their issue without the intimidating wall of text.Two things I disliked:- The first was that you can't have two issue fields of the same type. This was an annoying issue - whether it was operator error or a feature not in JIRA Service Desk, I don't know.- The Support Portal - more customisation options would have been great. It's nice to have your logo there, but having your colour scheme match up like JIRA and Confluence would also be a nice-to-have.Our issue with our previous methods was that we were still on email. It was difficult to locate tasks and often our email server would break down. JIRA Service Desk solved these issues and allowed us to get clear and concise information from our users. We liked the fact that none of us had to see the usual PLEASE HELP, COME IMMEDIATELY!!! emails, but instead be able to get an early diagnosis of the issue and it's underlying roots. We improved our issue resolution time significantly.Atlassian is an amazing company, they support their users very well and answer questions very quickly. Give JIRA Service Desk a try, it's worth the time.",1
"From 2014 to 2016, our company has been used Zendesk for your customer service solution via the Technical support team. We used to manage, assign and distribute all knids of issues via Zendesk which really amazing tool and really saved our valuable time and make faster our regular scheduled working hour and increased productvity. I love Zendekand their smart service including lovely customer support.",1
JIRA Service Management - solves our ticketing issues and company devices tracking issue.Also improve ticket solving procedures,1
"My overall experience with Freshdesk has been great. The platform is easy to use and navigate, and provides great customer service and support. The ticketing system is very organized and efficient and the dashboard is great for keeping track of all your customer support requests. The automation and reporting tools help to streamline the process and make it easier to manage multiple customers. The integration with other tools is also helpful, allowing me to quickly connect with other systems to provide better customer service. Overall, I find Freshdesk to be a great platform for managing customer service requests.",1
"Easy, cost effective and not hard to implement.",1
Pros:Freshdesk as a ton of great automated feature to make managing tickets a breeze. You can use canned response and automation to handle multiple tickets at once . It's really one of the best ticketing system today,1
"I love Zendesk! They have tons of integration that are extremely useful like Email, web, phone, chat, and social media support. Setting up takes only a few minutes and is very user-friendly.Their flexible ticket management with automated workflow works seamlessly.",1
"Overall, Freshdesk is an excellent tool for businesses looking to streamline their customer support operations and provide a better customer experience. Its user-friendly interface, ticket management system, and reporting capabilities make it a top choice for businesses of all sizes.",1
Pros:It helps in managing your project completely.,1
Allowedbis tonytack and manage client interactions amd provide an audit for our client relationships,1
We're able to centralize our support structure and set parameters for good support and report on those metrics.,1
"I have overall 2 year of experience, till now good experience using the tool on daily basis never find any challenge to use this product .",1
We have thousands of customers using our product and they find it easy to get in touch with us for any query using freshdesk. Freshdesk helps us in keep them satisfied.,1
Pros:Web Api's are very easy to use.Customization in Ticket system is a good feature.. Reasonable pricing,1
Excellent tool,1
Pros:Cool user interface. Pretty easy to use for end users. Allows to customize the notifications emails and add html to the kb. I't available also on the free version. Great.,0
Pros:This review is specifically for their Zendesk Livechat program. We've used it for years. We switched live chat programs once to Intercom and ended up switching back. The program is easy to implement and it just works. If you are looking for a live chat option highly recommend this. We have used their help desk ticketing software as well which is great.,1
"For our company our customers are the most precious asset, and their satisfaction is an extremely important aspect for us in which we work daily to maintain and even increase it as much as possible, we implement new techniques to favor customer relationships and generate trust and an overall exceptional experience while they are using our services, It is here where Zoho Desk takes the place and plays an important role because thanks to its implementation, we managed to improve response times to their requests, customer service agents can view and manage tickets more efficiently and easily, which has allowed us to respond to their queries quickly and effectively; This has undoubtedly led to a significant increase of approximately 40% in their satisfaction, we have really benefited from the use of Zohk Desk.",1
Pros:Zoho Desk has the majority of features found in the Big Name apps and the price is better - and our team has found the functionality to be better as well. We switched away from Zoho to one of the other Big Name apps and switched back after 30 days. Zoho Desk is amazing.,1
"Pros:The software captures so many data points, therefore analytics and reporting present valuable information.",0
"Pros:The platform has great uptime, never gives issues and is incredibly easy/fast to use.",1
Improvement on customer relationships -- nothing falls through the cracks.,1
It meets service desk needs and can quickly be deployed . The reports and dashboards are customizable. It integrates perfectly to email and asterix and also handles ticketing very well.,1
"We cannot imagine our support teams without Zendesk. Customer requests are quickly delegated between our front office, technical support teams, and marketing outreach teams—and an agent can easily look up message history to view past conversations with other agents. It helps our teams maintain the personalization that our clients need while quickly solving their questions or help requests. The best part? Our customers feel genuinely supported and heard.",1
"Pros:I like the agent customization, branding, response-time tracking, quality metrics, automations, custom integration capability, and email/ticket integration. LOVE the Knowledge Base and Customer Portal (though I prefer the community on Zoho Connect and also LOOOVEE their Manuals (their version of a knowledge base) and wish there was more direct integration features available for use between Zoho Desk and Zoho COnnect though I think by providing a link on my Desk portal I've hopefully accomplished it enough",1
Jira is a complete solution for tracking an historic even and related events as the tickets and sub tickets are linked under one roof.,1
Pros:It allows to establish fluid communication with the client by interconnecting all the necessary departments of the company. The subsequent follow-up that can be given to you is very usable,1
Pros:I like how easy it is for customers to ping for assistance and to be able to help them as soon as they inquire,1
Pros:I like the way that it talks to all the rest of out Zoho products. It feels like just a gear in the system. It plays nicely and user interface in just like the rest of the products.,1
"I've used Zendesk in all of the ventures I've participated in. Unfortunately. I get it that in 2012 it was an easy option, but today there are plenty more and plenty of options of building out solutions yourself if customer support means everything to you.",0
"Pros:The integration between their tools is awesome. Obviously JIRA Service Desk uses JIRA in the back, which gives you all the powers of a regular JIRA project.But that's not all! You can link your JIRA (Service Desk) with Confluence (knowledge base), HipChat (quick and easy communication via chat), and much more.",1
We get a fairly inexpensive platform that allows us to handle basic customer service needs. It also brings us some much needed organization to emails that we could not find anywhere else.,0
"Ultimately, we decided to migrate off of Zendesk and build a proprietary solution in-house. We just couldn't get comfortable enough with the outdated UI of Zendesk and the inflexibility to customize it as a permanent solution.",0
"Pros:I like that Freshdesk allows my agents to respond within the software using canned reponses easily as needed. Customer tickets show previous tickets, which is helpful, and it's not hard to tag certain contacts as VIP users so that they can get expedited support.",1
This tool made it really easy to manage over 50 clients at a time and direct the inquiry to the right person. The ability to have internal notes / external notes and control over that was cool too.,1
Pros:Its really good to see that not all the we need to login to Zoho Portal when we have an app. All the basic needs can be fulfilled with the app.,1
"My advice to people generally is if you’re implementing a new system like this, especially in a grid of technology, please please please hire someone who is versed. Pay the money for the set up. Pay the money for someone who can educate someone else in your company",1
"Overall, Zendesk has made the experience wonderful! Despite getting used to the ticketing order, Zendesk offers navigable system that any company should ought to try!",1
"IT was not prioritizing, tracking, resolving and following through on all the support calls it was getting resulting in staff displeasure. IT has significantly improved in those areas and staff satisfaction has gone up.",1
Pros:User interface and application speed are exceptional.I also liked the templating functionality for the emails that are being sent out.,1
"Pros:I like that I have a record of my interactions with our clients with Zoho Support and can search on different aspects, such as the type of product the ticket is referring to; the category of the question; what action was taken; etc.Also can search by any word or number in ticket.The input entered during action on the tickets, is searchable later for backup.",0
it allowed us to host our support portal and knowledge base in one system. we could automate responses to customers based on keywords they sent in their support tickets that reduced our need to personally answer each and every ticket,1
"Pros:Zoho makes it very easy to manage and utilize the emails for my dot com. I can track, respond, to and create email messages from my branded emails with very little effort, and setting it up was very smooth",1
"Overall affordable and rich in features, some areas could do with a visual update, but Jira is a very powerful suite and offers a lot of integrations,",1
"We have Zendesk deployed in our firm for internal support and even we do deploy and manage this tool for our clients as well. The deployment of this tool is also super fast and customer support is also very good. Online community for this platform is very exhaustive as well, therefore, one can easily find solutions in case ran into problems.",1
"Pros:I really like the number of features that Zendesk provides. It’s a mature platform, that has evolved over the years and is one of the most trusted in its space. If you are managing a medium- to big-sized business, then this is the solution you’re looking for. It comes packed with features, customer have grown accustomed to it and they trust it.",1
"Excellent, this is extra useful when managing the communication from your business, especially in my case that was handling the Sales Leads",1
Ease of access to info.,0
i love it very easy to use very good in performance less hassle save more time and money highly recommended software.,1
"esperienza positiva, lo usiamo in azienda da ormai 5 anni",1
Pros:I like that I am able to sync dsk info with my zoho crm to keep sales and service on the same page about customers,1
"Pros:Very customisable and allows for differing configuration according to different organisational needs - especially with product add-ons where features aren't forced on as part of the complete solution, resulting in a reasonable price point.We love the Answer Bot which allows for us to free up support manpower to focus on other tasks and projects.",1
Overall I have been happy with Zendesk compared to other ticketing programs that I have used. I really would like to have thereporting tool back and to be able to search your own tickets easier,1
Pros:Good base functionsEasy to useEasy to operationalizeEasy to implement and trainZendesk has some great initial features (base features) and is easy to setup and to use.,1
"Pros:The design is awesome and intuitive, super user friendly and vry easy to use. The possibilities to provide service to our customers expanded with the multiple features that zoho contains",1
"It is a powerful project management tool, but it can be overwhelming for new users and difficult to customize. It also requires some budget consideration, it's important to weigh the benefits that it brings to the team's workflow and project management.",0
"Our experience has been very positive, it enables our customers to log tickets without the need to call us which saves us time.",1
Good. Customer support was always responsive and helpful.,1
Pros:we love the clean and responsive interface also the integration with other product solutions and different modules.,1
I've been using Zendesk for 3 years now and im content i had to downgrade my package because of the high price point but overall im happy using it!,1
"This software has saved my team time in managing user support requests and improved response times as well.Atlassian is constantly improving their products, and their support team is also using this product. The integration with Jira is great. I feel overall this is well worth the cost.",1
Have had a good experience with using JIRA so far. It was A relatively easy tool to learn. Helps keep my daily activities organized and Makes collaborating with team members quick and efficient.,1
"My overall experience has been outstanding. Freshdesk provides quick, efficient,solutions so I can keep my customers happy which in turn keeps me happy",0
"I like Freshdesk over WHMCS and OsTicket, which was my past solution for ticket management. Only wish GreshBooks had a free or very low cost package to intergrate together, or to allow me to integrate WaveApps with FreshDesk.",1
"Pros:Gets integrated with CRM module, and other integration available (We have to look in them as well).We can handle/trackcomplete lifecycle of service delivery based on best practices like ITIL",1
Easier issue tracking and no lost tickets. We used to have a hard time keeping track of issues in our support email and which user was taking care of it.,1
"Pros:I've worked with Freshdesk in two contexts before: as technical support and as a CSM. During my times as tech support, I've used Freshdesk daily, replying to tickets. The software is easy to use, and you can learn it in a day or two. I really like that you can have a lot of customized fields, which can be integrated with other software (for example Hubspot). This allows you to have a lot of information about the person who's writing to you.",1
"Pros:The flexibility, all the things you can setup for a project to be tracked here, the board management, workflows, assignments, roles and that fits so great for Scrum teams.",1
